types,name,distance,reviews,rating
"['museum', 'point_of_interest', 'establishment']",Liberty Hall Museum,8.765228803943907,"[{'text': 'Very cute, the fire trucks are awesome!! The first floor of the Kane home is decorated for Christmas which was lovely. Would have like to seen the rest of the home which is open during other times of the year. John, our tour guide was super knowledgeable and very sweet!', 'author_name': 'Brianne Grant', 'relative_time_description': '3 months ago', 'rating': 4}, {'text': 'Pond is well kept,  nice place for quiet time.', 'author_name': 'John Longo', 'relative_time_description': 'a week ago', 'rating': 5}, {'text': 'Love me some dark haunted tours!! Be careful what you HUNT for ;) -Paranormal Investigator', 'author_name': 'Tammy Schweiger', 'relative_time_description': '2 months ago', 'rating': 5}, {'text': ""Beautiful grounds to walk around with apple trees and gardens and roses as well as multiple buildings that were part of Mr. Livingston's estate. He was the first elected governor of New Jersey, and the Livingston/Kean family has lived there in the past 200 years. The family has been influencing American politics on every level since then. Now the grounds are part of Kean, but can be rented out for events. The gardens are great for ceremonies and the carriage house is a beautiful brick building for small gatherings. They offer tours of the main house and there is a lot of historical information as well. I was there for a wedding which was amazing with a large tent set up by the carriage house, but I want to go back to take a tour and learn more about the history of this amazing estate."", 'author_name': 'Danny Rowland', 'relative_time_description': '6 months ago', 'rating': 5}, {'text': 'Great place for kids. The grounds are beautiful. I went for the pumpkin festival and there were many activities.  But always bring more money because in addition to the ticket prices, a lot of stuff inside is additional $$$.', 'author_name': 'Narima Deen', 'relative_time_description': '4 months ago', 'rating': 5}]",4.5
"['museum', 'store', 'point_of_interest', 'establishment']",The Store at MAM,7.172208373722719,[],
"['museum', 'point_of_interest', 'establishment']",Kearny Public Library Museum,4.850314270879989,"[{'text': 'Library is a quiet place to obtain good books; the library is an excellent place to study.', 'author_name': 'J Smith', 'relative_time_description': 'a month ago', 'rating': 5}, {'text': 'awesome kids section and friednly staff', 'author_name': 'Corey Limbowski', 'relative_time_description': 'a month ago', 'rating': 5}, {'text': 'Awesome place to bring the kids', 'author_name': 'Desire Carruthers', 'relative_time_description': '2 months ago', 'rating': 5}, {'text': 'Always a pleasure to go to the library!', 'author_name': 'Miss Nibbles', 'relative_time_description': '11 months ago', 'rating': 5}, {'text': 'Nice public library and museum about the history of Kearny. It seems they could use some sprucing up of the grounds.', 'author_name': 'Matthew Ross', 'relative_time_description': '2 years ago', 'rating': 4}]",4.3
"['museum', 'point_of_interest', 'establishment']",Crane House and Historic YWCA,6.3822953952230455,"[{'text': 'We had so much fun at the crane house. The Montclair cheese festival was a hit', 'author_name': 'Liz Starr', 'relative_time_description': '10 months ago', 'rating': 5}, {'text': 'Beautifully restored museum and grounds. An often overlooked local jewel indeed...', 'author_name': 'Štěpán Štaffen', 'relative_time_description': 'a year ago', 'rating': 5}, {'text': 'Nubian Heritage Quilters Guild show', 'author_name': 'J356 vicha58', 'relative_time_description': '9 months ago', 'rating': 5}, {'text': ""This is my family!  My mother brought my sisters & I when I was a teen & I brought my son! An amazing experience! Sadly he didn't get to go in the kitchen area but EVERYWHERE else! I encourage everyone to visit!! "", 'author_name': 'lisa luciano', 'relative_time_description': '4 years ago', 'rating': 5}, {'text': 'Historical house', 'author_name': 'Michael Wilson', 'relative_time_description': '3 months ago', 'rating': 5}]",5.0
"['museum', 'point_of_interest', 'establishment']",Historical Society Bloomfield,4.645919261712837,"[{'text': 'Good places for toddlers', 'author_name': 'Nancy Chávez', 'relative_time_description': 'a year ago', 'rating': 2}, {'text': '', 'author_name': 'Eric Delmar', 'relative_time_description': '9 months ago', 'rating': 4}, {'text': '', 'author_name': 'Jose Hernandez-Aponte', 'relative_time_description': 'a year ago', 'rating': 5}, {'text': '', 'author_name': 'Dowry Valdez', 'relative_time_description': '4 months ago', 'rating': 5}]",4.0
"['museum', 'library', 'point_of_interest', 'establishment']",N J Historical Society,3.715588586692257,"[{'text': ""A great collection of historical artifacts and information. Enjoyed their presentations and exhibits, both for research and for children's classes. Their walking tours are very informative and entertaining."", 'author_name': 'Lenny Thomas', 'relative_time_description': '11 months ago', 'rating': 5}, {'text': 'Steven and James very helpful, was there to research my house, ty!', 'author_name': 'Christian M', 'relative_time_description': 'a year ago', 'rating': 5}, {'text': ""A perfect jewel for New Jersey history buffs! Can't rave more about it!"", 'author_name': 'Hal Jalikeakick', 'relative_time_description': '3 years ago', 'rating': 5}, {'text': 'Great place to do research and James is amazing!', 'author_name': 'Camille Ferguson', 'relative_time_description': '5 years ago', 'rating': 5}, {'text': '', 'author_name': 'Abdullahi Ibrahim', 'relative_time_description': '5 months ago', 'rating': 4}]",4.4
"['museum', 'point_of_interest', 'establishment']",The Jewish Museum of New Jersey,3.102155599470999,"[{'text': 'Best kept secret of old Jewish Newark. \nThe Jewish Museum of New Jersey is housed at historic congregation Ahavat Shalom, the longest continually operational synagogue in Newark.\n\nCurrently the museum is only open Sundays, but it is definitely worth the visit', 'author_name': 'Yitzchok Moully', 'relative_time_description': '5 months ago', 'rating': 5}, {'text': 'Went her for a NJPAC Arts event. Very nice.', 'author_name': 'Janet Irby-Miller', 'relative_time_description': '4 months ago', 'rating': 3}, {'text': 'Cong. Ahavas Shalom/The Jewish Museum of New Jersey. The only active Shul left in Newark, NJ.', 'author_name': 'Henry London', 'relative_time_description': '10 months ago', 'rating': 5}, {'text': '“Jazz Events”\nThis is a small museum, inside a Synagogue, that has good free attractions during the year. I have been to a good amount of them. It is worth the trip when they are open.', 'author_name': 'Ora Cooper', 'relative_time_description': '2 years ago', 'rating': 4}, {'text': 'Good', 'author_name': 'Charles Wilson', 'relative_time_description': '3 months ago', 'rating': 5}]",4.5
"['museum', 'point_of_interest', 'establishment']",Jersey Explorer Children's Museum,2.9694282772598157,"[{'text': 'Had the pleasure of working with the crew.. So heart broken to hear about Gary retiring! He absolutely gives and gave his ALL to this place!! The staff is amazing.. The concept of this place is AMAZING!! I absolutely love it! & ppl instead of judging this place help build it up!! This place is truly a gem 💎! Children should definitely get a chance to experience it!! Keep it up guys!!! Hey garyyyy!', 'author_name': 'Stephanie Matos', 'relative_time_description': '2 months ago', 'rating': 5}, {'text': 'Great children party location. Gary was patient in showing everyone about the museum and took his time with the kids explaining about all the different exhibits. Great place for all ages.', 'author_name': 'Vinessa Gillette', 'relative_time_description': '5 months ago', 'rating': 5}, {'text': 'Hidden adventure for kids and parents. Highly recommended.', 'author_name': 'Leighton DeGoede', 'relative_time_description': '4 months ago', 'rating': 5}, {'text': 'Great place to take young kids', 'author_name': 'Louise Scott', 'relative_time_description': '3 months ago', 'rating': 5}, {'text': ""I don't know how people can give this place a 4 or 5 stars review. We just went with our class and this place is completely broken. We found a lot of unsafe things for children. Staff is very friendly and the concept is good but the place is definitely old and dirty. Check before going. The only good thing about it? We got free books for our children."", 'author_name': 'laura chcc', 'relative_time_description': 'a year ago', 'rating': 2}]",4.3
"['museum', 'point_of_interest', 'establishment']",Nutley Historical Society,7.885927148087715,"[{'text': 'Great little local museum, chronicling the history of a small, suburban town', 'author_name': 'Lee Gilbert', 'relative_time_description': 'a month ago', 'rating': 5}, {'text': 'Good place, keepers are nice', 'author_name': 'Justin Cerutti', 'relative_time_description': '2 months ago', 'rating': 5}, {'text': 'Nice place for party...', 'author_name': 'Jennifer Montalvo', 'relative_time_description': '3 months ago', 'rating': 5}, {'text': 'It was a beautiful place', 'author_name': 'Stephanie Blue', 'relative_time_description': '3 months ago', 'rating': 5}, {'text': ""The Location Is Nice!!! However, We Didn't Have Power For Half The Party!! Also, The Parking Is Horrible!"", 'author_name': 'Nicole Panico', 'relative_time_description': '11 months ago', 'rating': 2}]",4.4
"['museum', 'point_of_interest', 'establishment']",xavitone designs,4.588921392274152,"[{'text': '', 'author_name': 'Allison Williams', 'relative_time_description': '4 months ago', 'rating': 5}]",5.0
"['museum', 'point_of_interest', 'establishment']",Premier All-Stars of NJ,4.870995499401799,[],
"['museum', 'point_of_interest', 'establishment']",Alice Ransom Dreyfuss Memorial Garden,3.201894069634458,[],
"['museum', 'point_of_interest', 'establishment']",Newark Firehouse Musuem,3.220859673583695,[],
"['museum', 'point_of_interest', 'establishment']",GRAMMY Museum Experience Prudential Center,3.924595025398575,"[{'text': ""The grammy museum experience was a  beautiful display if you loved Whitney Houston especially. My daughter loves Whitney so I found out about it and brought her there it's right in the Prudential center in Newark New Jersey we were able to park on the street and we went during the day on a Friday and it was very quiet so she got to try all different types of musical instruments she got to sing in a microphone To Ray Charles she got to see a whole wardrobe of Whitney Houston and also a bunch of other New Jersey Musicians stories and Such. They had a small gift shop with tshirts. The staff was pleasant and it was kept very clean."", 'author_name': 'GROWING UP LALICATA', 'relative_time_description': '2 weeks ago', 'rating': 5}, {'text': ""This was a cool experience.  There were lots of interactive musical toys to play with and lots of photo ops.  The staff were really nice too.  Definitely check it out, it's a fun thing to do for the family for an inexpensive price."", 'author_name': 'Chevy Bee', 'relative_time_description': '3 months ago', 'rating': 4}, {'text': 'Kinda small. But really nice. The interactive drum simulation with The Mighty Max Weinberg was really fun. 10 bucks for admission.', 'author_name': 'David Nichnadowicz', 'relative_time_description': '3 months ago', 'rating': 5}, {'text': 'Awesome. Was going to Prudential to see SWV BabyFace and Toni. They were hosting a pre show party. One comp drink (your choices.were beer or wine.  A little disappointing) however we did Karoke the host was delightful. The exhibits were phenomenal. There was a large one of Whitney. Nice place to start a great evening.', 'author_name': 'Estrella Briggs', 'relative_time_description': 'a month ago', 'rating': 5}, {'text': 'Very nice tribute to Whitney and fun singing of sorts.', 'author_name': 'Brenda Freeman', 'relative_time_description': '4 weeks ago', 'rating': 4}]",4.8
"['museum', 'point_of_interest', 'establishment']",Durand Hedden House & Garden Association,6.485523123133482,"[{'text': 'Fun to visit with friends (if you have friends)', 'author_name': 'Miles Mu', 'relative_time_description': '3 months ago', 'rating': 5}, {'text': 'Yummy pizza, great lunch specials', 'author_name': 'Mariela Dybner', 'relative_time_description': 'a month ago', 'rating': 5}, {'text': 'Almost every local kid is toured through this deliberately plain museum in elementary school, probably because middle schoolers would realize how boring it is. We were taken on a walk through this house that is noteable solely for never having been changed for several centuries, even though not much history had ever happened there. It is a museum meant to show you that things were different before electricity and provides little else. I remember being shown how to make maize from corn meal more than I remember why we were on a field trip there in the first place. It is certainly a boring, ""George Washington slept here once""-type of museum.', 'author_name': 'Sam Skoller', 'relative_time_description': '9 months ago', 'rating': 1}, {'text': 'I wish I had visited here when I first moved to Maplewood., but am delighted I have been going regularly for a decade or more now.  Very informative.  Particularly interesting if you own an old house and love the town.', 'author_name': 'Timothy David GILL', 'relative_time_description': 'a year ago', 'rating': 5}, {'text': 'Historic house hosts historical happenings.  Very good presentation commemorating 100th anniversary of United States entrance into World War I.', 'author_name': 'Evan Brody', 'relative_time_description': 'a year ago', 'rating': 5}]",4.4
"['museum', 'point_of_interest', 'establishment']",BLACK HISTORY FLAG COMPANY,6.217133411521902,"[{'text': '', 'author_name': 'Alcir Desouza', 'relative_time_description': '4 months ago', 'rating': 5}, {'text': '', 'author_name': 'Kelton Garvin', 'relative_time_description': '8 months ago', 'rating': 5}]",5.0
"['museum', 'point_of_interest', 'establishment']",The Newark Allery,6.229325921370013,"[{'text': 'I always have such a great time coming to graffiti events here and seeing all the talented artists’ pieces. Mad respect.', 'author_name': 'Pale Goth', 'relative_time_description': '8 months ago', 'rating': 5}, {'text': 'Great spot for out door murals. With love and respect for the community', 'author_name': 'D Rude', 'relative_time_description': '2 years ago', 'rating': 5}, {'text': ""You don't even have to get out your car to see the awesome work!"", 'author_name': 'Buried Colors', 'relative_time_description': '2 years ago', 'rating': 5}, {'text': '', 'author_name': 'David Etler', 'relative_time_description': '9 months ago', 'rating': 5}, {'text': '', 'author_name': 'Vincent santorella', 'relative_time_description': '2 years ago', 'rating': 5}]",5.0
